Date,Open,High,Low,Close,Volume,ADJ_Close
23-APR-2018,10592.8,10638.35,10514.95,10584.7,200203196,10584.7
20-APR-2018,10560.35,10582.35,10527.45,10564.05,252227268,10564.05
19-APR-2018,10563.65,10572.2,10546.2,10565.3,270740891,10565.3
18-APR-2018,10578.9,10594.2,10509.7,10526.2,211823044,10526.2
17-APR-2018,10557.3,10560.45,10495.65,10548.7,212449535,10548.7
16-APR-2018,10398.3,10540.15,10396.35,10528.35,200950876,10528.35
13-APR-2018,10495.3,10519.9,10451.45,10480.6,219724716,10480.6
12-APR-2018,10410.65,10469.9,10395.25,10458.65,246027888,10458.65
11-APR-2018,10428.15,10428.15,10355.6,10417.15,258077363,10417.15
10-APR-2018,10412.9,10424.85,10381.5,10402.25,259523888,10402.25
09-APR-2018,10333.7,10397.7,10328.5,10379.35,228512954,10379.35
06-APR-2018,10322.75,10350.45,10290.85,10331.6,206355691,10331.6
05-APR-2018,10228.45,10331.8,10227.45,10325.15,244116235,10325.15
04-APR-2018,10274.6,10279.85,10111.3,10128.4,238182921,10128.4
03-APR-2018,10186.85,10255.35,10171.05,10245,211652029,10245
02-APR-2018,10151.65,10220.1,10127.75,10211.8,232432633,10211.8
28-MAR-2018,10143.6,10158.35,10096.9,10113.7,354977198,10113.7
27-MAR-2018,10188,10207.9,10139.65,10184.15,232713976,10184.15
26-MAR-2018,9989.15,10143.5,9958.55,10130.65,270665332,10130.65
23-MAR-2018,9968.8,10027.7,9951.9,9998.05,294515154,9998.05
22-MAR-2018,10167.5,10207.85,10105.4,10114.75,237632983,10114.75
21-MAR-2018,10181.95,10227.3,10132.95,10155.25,211060429,10155.25
20-MAR-2018,10051.55,10155.65,10049.1,10124.35,209327593,10124.35
19-MAR-2018,10215.35,10224.55,10075.3,10094.25,216670033,10094.25
16-MAR-2018,10345.15,10346.3,10180.25,10195.15,338702439,10195.15
15-MAR-2018,10405.45,10420,10346.2,10360.15,179308593,10360.15
14-MAR-2018,10393.05,10420.35,10336.3,10410.9,186991169,10410.9
13-MAR-2018,10389.5,10478.6,10377.85,10426.85,274852794,10426.85
12-MAR-2018,10301.6,10433.65,10295.45,10421.4,223135459,10421.4
09-MAR-2018,10271.3,10296.7,10211.9,10226.85,192333334,10226.85
08-MAR-2018,10216.25,10270.35,10146.4,10242.65,233377712,10242.65
07-MAR-2018,10232.95,10243.35,10141.55,10154.2,257200599,10154.2
06-MAR-2018,10420.5,10441.35,10215.9,10249.25,229782297,10249.25
05-MAR-2018,10428.3,10428.7,10323.9,10358.85,199975720,10358.85
01-MAR-2018,10479.95,10525.5,10447.15,10458.35,181378504,10458.35
28-FEB-2018,10488.95,10535.5,10461.55,10492.85,294794221,10492.85
27-FEB-2018,10615.2,10631.65,10537.25,10554.3,193250158,10554.3
26-FEB-2018,10526.55,10592.95,10520.2,10582.6,177238616,10582.6
23-FEB-2018,10408.1,10499.1,10396.65,10491.05,217134363,10491.05
22-FEB-2018,10354.35,10397.55,10340.65,10382.7,323259078,10382.7
21-FEB-2018,10426,10426.1,10349.6,10397.45,241331542,10397.45
20-FEB-2018,10391,10429.35,10347.65,10360.4,193464871,10360.4
19-FEB-2018,10488.9,10489.35,10302.75,10378.4,193087737,10378.4
16-FEB-2018,10596.2,10612.9,10434.05,10452.3,190043189,10452.3
15-FEB-2018,10537.9,10618.1,10511.05,10545.5,217090245,10545.5
14-FEB-2018,10585.75,10590.55,10456.65,10500.9,236329440,10500.9
12-FEB-2018,10518.2,10555.5,10485.4,10539.75,224114801,10539.75
09-FEB-2018,10416.5,10480.2,10398.2,10454.95,197502912,10454.95
08-FEB-2018,10518.5,10637.8,10479.55,10576.85,239407938,10576.85
07-FEB-2018,10607.2,10614,10446.4,10476.7,258095424,10476.7
06-FEB-2018,10295.15,10594.15,10276.3,10498.25,274656443,10498.25
05-FEB-2018,10604.3,10702.75,10586.8,10666.55,247479157,10666.55
02-FEB-2018,10938.2,10954.95,10736.1,10760.6,291431992,10760.6
01-FEB-2018,11044.55,11117.35,10878.8,11016.9,315743486,11016.9
31-JAN-2018,11018.8,11058.5,10979.3,11027.7,253462573,11027.7
30-JAN-2018,11120.85,11121.1,11033.9,11049.65,234969503,11049.65
29-JAN-2018,11079.35,11171.55,11075.95,11130.4,249220726,11130.4
25-JAN-2018,11095.6,11095.6,11009.2,11069.65,340469462,11069.65
24-JAN-2018,11069.35,11110.1,11046.15,11086,292197072,11086
23-JAN-2018,10997.4,11092.9,10994.55,11083.7,293445774,11083.7
22-JAN-2018,10883.2,10975.1,10881.4,10966.2,238815813,10966.2
19-JAN-2018,10829.2,10906.85,10793.9,10894.7,214011963,10894.7
18-JAN-2018,10873.4,10887.5,10782.4,10817,321609375,10817
17-JAN-2018,10702.45,10803,10666.75,10788.55,260488465,10788.55
16-JAN-2018,10761.5,10762.35,10687.85,10700.45,217468081,10700.45
15-JAN-2018,10718.5,10782.65,10713.8,10741.55,181262074,10741.55
12-JAN-2018,10682.55,10690.4,10597.1,10681.25,180592153,10681.25
11-JAN-2018,10637.05,10664.6,10612.35,10651.2,158630055,10651.2
10-JAN-2018,10652.05,10655.5,10592.7,10632.2,181900014,10632.2
09-JAN-2018,10645.1,10659.15,10603.6,10637,211291563,10637
08-JAN-2018,10591.7,10631.2,10588.55,10623.6,174181231,10623.6
05-JAN-2018,10534.25,10566.1,10520.1,10558.85,186469717,10558.85
04-JAN-2018,10469.4,10513,10441.45,10504.8,180257392,10504.8
03-JAN-2018,10482.65,10503.6,10429.55,10443.2,172516859,10443.2
02-JAN-2018,10477.55,10495.2,10404.65,10442.2,158092430,10442.2
01-JAN-2018,10531.7,10537.85,10423.1,10435.55,134532090,10435.55
29-DEC-2017,10492.35,10538.7,10488.65,10530.7,156736221,10530.7
28-DEC-2017,10498.2,10534.55,10460.45,10477.9,281309989,10477.9
27-DEC-2017,10531.05,10552.4,10469.25,10490.75,170307122,10490.75
26-DEC-2017,10512.3,10545.45,10477.95,10531.5,160417384,10531.5
22-DEC-2017,10457.3,10501.1,10448.25,10493,143119167,10493
21-DEC-2017,10473.95,10473.95,10426.9,10440.3,156646972,10440.3
20-DEC-2017,10494.4,10494.45,10437.15,10444.2,180597460,10444.2
19-DEC-2017,10414.8,10472.2,10406,10463.2,174340665,10463.2
18-DEC-2017,10263.1,10443.55,10074.8,10388.75,237506982,10388.75
15-DEC-2017,10345.65,10373.1,10319.65,10333.25,262974703,10333.25
14-DEC-2017,10229.3,10276.1,10141.55,10252.1,159103960,10252.1
13-DEC-2017,10236.6,10296.55,10169.85,10192.95,187191964,10192.95
12-DEC-2017,10324.9,10326.1,10230.2,10240.15,180546894,10240.15
11-DEC-2017,10310.5,10329.2,10282.05,10322.25,152034656,10322.25
08-DEC-2017,10198.45,10270.85,10195.25,10265.65,206234019,10265.65
07-DEC-2017,10063.45,10182.65,10061.9,10166.7,171339022,10166.7
06-DEC-2017,10088.8,10104.2,10033.35,10044.1,171208366,10044.1
05-DEC-2017,10118.25,10147.95,10069.1,10118.25,160253042,10118.25
04-DEC-2017,10175.05,10179.2,10095.7,10127.75,153240126,10127.75
01-DEC-2017,10263.7,10272.7,10108.55,10121.8,147765528,10121.8
30-NOV-2017,10332.7,10332.7,10211.25,10226.55,353105240,10226.55
29-NOV-2017,10376.65,10392.95,10345.9,10361.3,157192930,10361.3
28-NOV-2017,10387.9,10409.55,10355.2,10370.25,202050866,10370.25
27-NOV-2017,10361.05,10407.15,10340.2,10399.55,146276512,10399.55
24-NOV-2017,10366.8,10404.5,10362.25,10389.7,133177324,10389.7
23-NOV-2017,10358.45,10374.3,10307.3,10348.75,157651842,10348.75
22-NOV-2017,10350.8,10368.7,10309.55,10342.3,162504058,10342.3
21-NOV-2017,10329.25,10358.7,10315.05,10326.9,191859084,10326.9
20-NOV-2017,10287.2,10309.85,10261.5,10298.75,151751415,10298.75
17-NOV-2017,10324.55,10343.6,10268.05,10283.6,209592893,10283.6
16-NOV-2017,10152.9,10232.25,10139.2,10214.75,188180035,10214.75
15-NOV-2017,10171.95,10175.45,10094,10118.05,213836202,10118.05
14-NOV-2017,10223.4,10248,10175.55,10186.6,314413476,10186.6
13-NOV-2017,10322,10334.15,10216.25,10224.95,216799588,10224.95
10-NOV-2017,10304.35,10344.95,10254.1,10321.75,287962940,10321.75
09-NOV-2017,10358.65,10368.45,10266.95,10308.95,247606613,10308.95
08-NOV-2017,10361.95,10384.25,10285.5,10303.15,282950322,10303.15
07-NOV-2017,10477.15,10485.75,10340.8,10350.15,295830692,10350.15
06-NOV-2017,10431.75,10490.45,10413.75,10451.8,199559409,10451.8
03-NOV-2017,10461.55,10461.7,10403.6,10452.5,206101238,10452.5
02-NOV-2017,10440.5,10453,10412.55,10423.8,207735021,10423.8
01-NOV-2017,10390.35,10451.65,10383.05,10440.5,268270466,10440.5
31-OCT-2017,10364.9,10367.7,10323.95,10335.3,239809700,10335.3
30-OCT-2017,10353.85,10384.5,10344.3,10363.65,244193178,10363.65
27-OCT-2017,10362.3,10366.15,10311.3,10323.05,322411410,10323.05
26-OCT-2017,10291.8,10355.65,10271.85,10343.8,443036008,10343.8
25-OCT-2017,10321.15,10340.55,10240.9,10295.35,612620774,10295.35
24-OCT-2017,10218.55,10237.75,10182.4,10207.7,223914325,10207.7
23-OCT-2017,10176.65,10224.15,10124.5,10184.85,224799211,10184.85
18-OCT-2017,10209.4,10236.45,10175.75,10210.85,262111790,10210.85
17-OCT-2017,10227.65,10251.85,10212.6,10234.45,201782377,10234.45
16-OCT-2017,10207.4,10242.95,10175.1,10230.85,209327364,10230.85
13-OCT-2017,10123.7,10191.9,10120.1,10167.45,237230047,10167.45
12-OCT-2017,10011.2,10104.45,9977.1,10096.4,207106672,10096.4
11-OCT-2017,10042.6,10067.25,9955.8,9984.8,195593061,9984.8
10-OCT-2017,10013.7,10034,10002.3,10016.95,153246570,10016.95
09-OCT-2017,9988.2,10015.75,9959.45,9988.75,148395842,9988.75
06-OCT-2017,9908.15,9989.35,9906.6,9979.7,201858899,9979.7
05-OCT-2017,9927,9945.95,9881.85,9888.7,152362417,9888.7
04-OCT-2017,9884.35,9938.3,9850.65,9914.9,160993982,9914.9
03-OCT-2017,9893.3,9895.4,9831.05,9859.5,167833406,9859.5
29-SEP-2017,9814.3,9854,9775.35,9788.6,202350211,9788.6
28-SEP-2017,9736.4,9789.2,9687.55,9768.95,396874518,9768.95
27-SEP-2017,9920.6,9921.05,9714.4,9735.75,206305991,9735.75
26-SEP-2017,9875.25,9891.35,9813,9871.5,196792799,9871.5
25-SEP-2017,9960.1,9960.5,9816.05,9872.6,228206970,9872.6
22-SEP-2017,10094.35,10095.05,9952.8,9964.4,233621596,9964.4
21-SEP-2017,10139.6,10158.9,10058.6,10121.9,197710666,10121.9
20-SEP-2017,10160.95,10171.05,10134.2,10141.15,205605243,10141.15
19-SEP-2017,10175.6,10178.95,10129.95,10147.55,193345992,10147.55
18-SEP-2017,10133.1,10171.7,10131.3,10153.1,160852680,10153.1
15-SEP-2017,10062.35,10115.15,10043.65,10085.4,274799134,10085.4
14-SEP-2017,10107.4,10126.5,10070.35,10086.6,232637517,10086.6
13-SEP-2017,10099.25,10131.95,10063.15,10079.3,221608053,10079.3
12-SEP-2017,10056.85,10097.55,10028.05,10093.05,188248293,10093.05
11-SEP-2017,9971.75,10028.65,9968.8,10006.05,178409875,10006.05
08-SEP-2017,9958.65,9963.6,9913.3,9934.8,168698771,9934.8
07-SEP-2017,9945.85,9964.85,9917.2,9929.9,194626599,9929.9
06-SEP-2017,9899.25,9931.55,9882.55,9916.2,153767846,9916.2
05-SEP-2017,9933.25,9963.1,9901.05,9952.2,143522342,9952.2
04-SEP-2017,9984.15,9988.4,9861,9912.85,153369495,9912.85
01-SEP-2017,9937.65,9983.45,9909.85,9974.4,162730656,9974.4
31-AUG-2017,9905.7,9925.1,9856.95,9917.9,337782004,9917.9
30-AUG-2017,9859.5,9909.45,9850.8,9884.4,162704136,9884.4
29-AUG-2017,9886.4,9887.35,9783.75,9796.05,178668444,9796.05
28-AUG-2017,9907.15,9925.75,9882,9912.8,164493772,9912.8
24-AUG-2017,9881.2,9881.5,9848.85,9857.05,190398702,9857.05
23-AUG-2017,9803.05,9857.9,9786.75,9852.5,173815509,9852.5
22-AUG-2017,9815.75,9828.45,9752.6,9765.55,189267122,9765.55
21-AUG-2017,9864.25,9884.35,9740.1,9754.35,211627775,9754.35
18-AUG-2017,9865.95,9865.95,9783.65,9837.4,253931517,9837.4
17-AUG-2017,9945.55,9947.8,9883.75,9904.15,203652311,9904.15
16-AUG-2017,9825.85,9903.95,9773.85,9897.3,226269013,9897.3
14-AUG-2017,9755.75,9818.3,9752.1,9794.15,201613585,9794.15
11-AUG-2017,9712.15,9771.65,9685.55,9710.8,294732998,9710.8
10-AUG-2017,9872.85,9892.65,9776.2,9820.25,242820594,9820.25
09-AUG-2017,9961.15,9969.8,9893.05,9908.05,174395293,9908.05
08-AUG-2017,10068.35,10083.8,9947,9978.55,209645343,9978.55
07-AUG-2017,10074.8,10088.1,10046.35,10057.4,141566282,10057.4
04-AUG-2017,10008.6,10075.25,9988.35,10066.4,184082134,10066.4
03-AUG-2017,10081.15,10081.15,9998.25,10013.65,198665837,10013.65
02-AUG-2017,10136.3,10137.85,10054.2,10081.5,166463276,10081.5
01-AUG-2017,10101.05,10128.6,10065.75,10114.65,190000516,10114.65
31-JUL-2017,10034.7,10085.9,10016.95,10077.1,245096535,10077.1
28-JUL-2017,9996.55,10026.05,9944.5,10014.5,197491415,10014.5
27-JUL-2017,10063.25,10114.85,10005.5,10020.55,296782048,10020.55
26-JUL-2017,9983.65,10025.95,9965.95,10020.65,203697844,10020.65
25-JUL-2017,10010.55,10011.3,9949.1,9964.55,191206247,9964.55
24-JUL-2017,9936.8,9982.05,9919.6,9966.4,179905535,9966.4
21-JUL-2017,9899.6,9924.7,9838,9915.25,193286125,9915.25
20-JUL-2017,9920.2,9922.55,9863.45,9873.3,166083004,9873.3
19-JUL-2017,9855.95,9905.05,9851.65,9899.6,206376192,9899.6
18-JUL-2017,9832.7,9885.35,9792.05,9827.15,303007860,9827.15
17-JUL-2017,9908.15,9928.2,9894.7,9915.95,168596771,9915.95
14-JUL-2017,9913.3,9913.3,9845.45,9886.35,164456602,9886.35
13-JUL-2017,9855.8,9897.25,9853.45,9891.7,186866752,9891.7
12-JUL-2017,9807.3,9824.95,9787.7,9816.1,150045594,9816.1
11-JUL-2017,9797.45,9830.05,9778.85,9786.05,185322358,9786.05
10-JUL-2017,9719.3,9782.15,9646.45,9771.05,40142973,9771.05
07-JUL-2017,9670.35,9684.25,9642.65,9665.8,146232151,9665.8
06-JUL-2017,9653.6,9700.7,9639.95,9674.55,152001940,9674.55
05-JUL-2017,9619.75,9643.65,9607.35,9637.6,134849476,9637.6
04-JUL-2017,9645.9,9650.65,9595.5,9613.3,149313755,9613.3
03-JUL-2017,9587.95,9624,9543.55,9615,188690599,9615
30-JUN-2017,9478.5,9535.8,9448.75,9520.9,185202600,9520.9
29-JUN-2017,9522.95,9575.8,9493.8,9504.1,267283587,9504.1
28-JUN-2017,9520.2,9522.5,9474.35,9491.25,177652206,9491.25
27-JUN-2017,9594.05,9615.4,9473.45,9511.4,209593904,9511.4
23-JUN-2017,9643.25,9647.65,9565.3,9574.95,180580579,9574.95
22-JUN-2017,9642.65,9698.85,9617.75,9630,204888654,9630
21-JUN-2017,9648.1,9650.45,9608.6,9633.6,148490556,9633.6
20-JUN-2017,9670.5,9676.5,9643.75,9653.5,164437226,9653.5
19-JUN-2017,9626.4,9673.3,9614.9,9657.55,146146062,9657.55
16-JUN-2017,9595.45,9615.85,9565.5,9588.05,219808528,9588.05
15-JUN-2017,9617.9,9621.4,9560.8,9578.05,176423424,9578.05
14-JUN-2017,9621.55,9627.4,9580.45,9618.15,187378750,9618.15
13-JUN-2017,9615.55,9654.15,9595.4,9606.9,133734363,9606.9
12-JUN-2017,9646.7,9647.05,9598.5,9616.4,145786938,9616.4
09-JUN-2017,9638.55,9676.25,9608.15,9668.25,163897548,9668.25
08-JUN-2017,9682.4,9688.7,9641.5,9647.25,160165459,9647.25
07-JUN-2017,9663.95,9678.55,9630.55,9663.9,165669924,9663.9
06-JUN-2017,9704.25,9709.3,9630.2,9637.15,150379695,9637.15
05-JUN-2017,9656.3,9687.2,9640.7,9675.1,131685021,9675.1
02-JUN-2017,9657.15,9673.5,9637.45,9653.5,167195027,9653.5
01-JUN-2017,9603.55,9634.65,9589.9,9616.1,181533283,9616.1
31-MAY-2017,9636.55,9649.6,9609.25,9621.25,427053433,9621.25
30-MAY-2017,9590.65,9635.3,9581.2,9624.55,199894193,9624.55
29-MAY-2017,9560.05,9637.75,9547.7,9604.9,242266034,9604.9
26-MAY-2017,9507.75,9604.9,9495.4,9595.1,225647631,9595.1
25-MAY-2017,9384.05,9523.3,9379.2,9509.75,298147347,9509.75
24-MAY-2017,9410.9,9431.9,9341.65,9360.55,218265181,9360.55
23-MAY-2017,9445.05,9448.05,9370,9386.15,231345629,9386.15
22-MAY-2017,9480.25,9498.65,9427.9,9438.25,202874757,9438.25
19-MAY-2017,9469.9,9505.75,9390.75,9427.9,259861396,9427.9
18-MAY-2017,9453.2,9489.1,9418.1,9429.45,199340647,9429.45
17-MAY-2017,9517.6,9532.6,9486.1,9525.75,211856040,9525.75
16-MAY-2017,9461,9517.2,9456.35,9512.25,171709433,9512.25
15-MAY-2017,9433.55,9449.25,9423.1,9445.4,145163953,9445.4
12-MAY-2017,9436.65,9437.75,9372.55,9400.9,159079418,9400.9
11-MAY-2017,9448.6,9450.65,9411.3,9422.4,176439840,9422.4
10-MAY-2017,9339.65,9414.75,9336,9407.3,157363135,9407.3
09-MAY-2017,9337.35,9338.95,9307.7,9316.85,136417428,9316.85
08-MAY-2017,9311.45,9338.7,9297.95,9314.05,179709949,9314.05
05-MAY-2017,9374.55,9377.1,9272,9285.3,239133531,9285.3
04-MAY-2017,9360.95,9365.65,9323.25,9359.9,277895923,9359.9
03-MAY-2017,9344.7,9346.3,9298.4,9311.95,156342492,9311.95
02-MAY-2017,9339.85,9352.55,9269.9,9313.8,166558241,9313.8
28-APR-2017,9340.95,9342.65,9282.25,9304.05,167229353,9304.05
27-APR-2017,9359.15,9367.15,9322.65,9342.15,215881711,9342.15
26-APR-2017,9336.2,9367,9301.35,9351.85,191395120,9351.85
25-APR-2017,9273.05,9309.2,9250.35,9306.6,173896951,9306.6
24-APR-2017,9135.35,9225.4,9130.55,9217.95,172908048,9217.95
21-APR-2017,9179.1,9183.65,9088.75,9119.4,159981265,9119.4
20-APR-2017,9108.1,9143.9,9102.65,9136.4,175629897,9136.4
19-APR-2017,9112.2,9120.5,9075.15,9103.5,179117382,9103.5
18-APR-2017,9163,9217.9,9095.45,9105.15,179569574,9105.15
17-APR-2017,9144.75,9160,9120.25,9139.3,132244225,9139.3
13-APR-2017,9202.5,9202.65,9144.95,9150.8,171695600,9150.8
12-APR-2017,9242.5,9246.4,9161.8,9203.45,166755013,9203.45
11-APR-2017,9184.55,9242.7,9172.85,9237,206261727,9237
10-APR-2017,9225.6,9225.65,9174.85,9181.45,139968750,9181.45
07-APR-2017,9223.7,9250.5,9188.1,9198.3,195918747,9198.3
06-APR-2017,9245.8,9267.95,9218.85,9261.95,191937207,9261.95
05-APR-2017,9264.4,9273.9,9215.4,9265.15,190529461,9265.15
03-APR-2017,9220.6,9245.35,9192.4,9237.85,143444541,9237.85
31-MAR-2017,9158.9,9191.7,9152.1,9173.75,196771674,9173.75
30-MAR-2017,9142.6,9183.15,9136.35,9173.75,333410368,9173.75
29-MAR-2017,9128.7,9153.15,9109.1,9143.8,250902906,9143.8
28-MAR-2017,9081.5,9110.4,9079.8,9100.8,188985603,9100.8
27-MAR-2017,9093.45,9094.85,9024.65,9045.2,209036051,9045.2
24-MAR-2017,9104,9133.55,9089.4,9108,210021581,9108
23-MAR-2017,9048.75,9099.05,9048.6,9086.3,197705274,9086.3
22-MAR-2017,9047.2,9072.9,9019.3,9030.45,239463699,9030.45
21-MAR-2017,9133.95,9147.75,9087.2,9121.5,255396073,9121.5
20-MAR-2017,9166.95,9167.6,9116.3,9126.85,342395900,9126.85
17-MAR-2017,9207.8,9218.4,9147.6,9160.05,295554265,9160.05
16-MAR-2017,9129.65,9158.45,9128.55,9153.7,215096446,9153.7
15-MAR-2017,9086.85,9106.55,9075.5,9084.8,248033251,9084.8
14-MAR-2017,9091.65,9122.75,9060.5,9087,278726933,9087
10-MAR-2017,8953.7,8975.7,8903.95,8934.55,157419999,8934.55
09-MAR-2017,8914.5,8945.8,8899.5,8927,176810453,8927
08-MAR-2017,8950.7,8957.05,8891.95,8924.3,183325544,8924.3
07-MAR-2017,8977.75,8977.85,8932.8,8946.9,178827506,8946.9
06-MAR-2017,8915.1,8967.8,8914,8963.45,180194586,8963.45
03-MAR-2017,8883.5,8907.1,8860.1,8897.55,208915878,8897.55
02-MAR-2017,8982.85,8992.5,8879.8,8899.75,225608140,8899.75
01-MAR-2017,8904.4,8960.8,8898.6,8945.8,212328974,8945.8
28-FEB-2017,8898.95,8914.75,8867.6,8879.6,302722890,8879.6
27-FEB-2017,8943.7,8951.8,8888.65,8896.7,195847099,8896.7
23-FEB-2017,8956.4,8982.15,8927.55,8939.5,388874096,8939.5
22-FEB-2017,8931.6,8960.75,8905.25,8926.9,254677956,8926.9
21-FEB-2017,8890.75,8920.8,8860.95,8907.85,181091326,8907.85
20-FEB-2017,8818.55,8886.25,8809.8,8879.2,173022362,8879.2
17-FEB-2017,8883.7,8896.45,8804.25,8821.7,307526025,8821.7
16-FEB-2017,8739,8783.95,8719.6,8778,190277738,8778
15-FEB-2017,8778.95,8807.9,8712.85,8724.7,222828919,8724.7
14-FEB-2017,8819.9,8820.45,8772.5,8792.3,194133563,8792.3
13-FEB-2017,8819.8,8826.9,8754.2,8805.05,211180353,8805.05
10-FEB-2017,8812.35,8822.1,8771.2,8793.55,232947341,8793.55
09-FEB-2017,8795.55,8821.4,8724.1,8778.4,193282248,8778.4
08-FEB-2017,8774.55,8791.25,8715,8769.05,225485726,8769.05
07-FEB-2017,8805.7,8809.3,8741.05,8768.3,233294532,8768.3
06-FEB-2017,8785.45,8814.1,8770.2,8801.05,200403782,8801.05
